what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1453093840520
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1453093845551
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.asm.AsmEditor",1453093845651
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1453093853374
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.project.cleanAction",1453093856067
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1453093856083
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.project.buildProject",1453093860981
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1453093863091
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.asm.AsmEditor",1453093865883
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1453093866569
activated,editor,org.eclipse.cdt.make.ui,7.0.0.201102110609,"org.eclipse.cdt.make.editor",1453093866632
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1453093869194
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1453093872269
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.project.cleanAction",1453093873585
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1453093873601
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.project.buildAll",1453093878976
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.project.buildAll",1453093886777
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1453093889289
activated,editor,org.eclipse.cdt.make.ui,7.0.0.201102110609,"org.eclipse.cdt.make.editor",1453093892615
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1453093893261
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.asm.AsmEditor",1453093893321
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1453093898287
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1453093900340
closed,editor,org.eclipse.cdt.debug.ui,7.0.0.201102110609,"org.eclipse.cdt.debug.ui.SourceNotFoundEditor",1453093900372
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1453093908004
activated,perspective,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.DebugPerspective",1453093912378
opened,view,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.MemoryView",1453093912418
opened,view,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.RegisterView",1453093912446
opened,view,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.ModuleView",1453093912471
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1453093912494
activated,view,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.DebugView",1453093918765
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.StepInto",1453093918826
activated,view,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.RegisterView",1453093921981
activated,view,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.DebugView",1453093928588
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.StepInto",1453093928707
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.StepInto",1453093932336
activated,view,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.RegisterView",1453093940269
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.asm.AsmEditor",1453093945024
closed,view,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.MemoryView",1453093968643
closed,view,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.RegisterView",1453093968701
closed,view,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.ModuleView",1453093968718
activated,perspective,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.CPerspective",1453093968747
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1453093969858
activated,editor,org.eclipse.cdt.make.ui,7.0.0.201102110609,"org.eclipse.cdt.make.editor",1453093971263
error,log,,,"Internal Error",1453093997208
error,log,,,"Failed command: target remote localhost:2331",1453093997255
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1453093997266
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1453093997276
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1453093997277
activated,editor,org.eclipse.cdt.make.ui,7.0.0.201102110609,"org.eclipse.cdt.make.editor",1453093997301
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1453093997306
error,log,,,"Failed command: monitor endian little",1453093997356
error,log,,,"Failed command: monitor speed 30",1453093997458
error,log,,,"Failed command: monitor reset",1453093997563
error,log,,,"Failed command: monitor sleep 10",1453093997666
error,log,,,"Failed command: monitor reg cpsr = 0xd3",1453093997769
error,log,,,"Failed command: monitor cp15 7, 7, 0, 0 = 0x0",1453093997872
error,log,,,"Failed command: monitor cp15 8, 7, 0, 0 = 0x0",1453093997975
error,log,,,"Failed command: monitor cp15 1, 0, 0, 0 =0x1002",1453093998083
error,log,,,"Failed command: monitor cp15 15, 2, 0, 4 = 0x70000013",1453093998185
error,log,,,"Failed command: monitor MemU32 0x7e004000  =  0x00000000",1453093998288
error,log,,,"Failed command: monitor sleep 10",1453093998391
error,log,,,"Failed command: monitor MemU32 0x71200014  =  0x00000000",1453093998492
error,log,,,"Failed command: monitor MemU32 0x71300014  =  0x00000000",1453093998595
error,log,,,"Failed command: monitor MemU32 0x7120000C  =  0x00000000",1453093998702
error,log,,,"Failed command: monitor MemU32 0x7130000C  =  0x00000000",1453093998805
error,log,,,"Failed command: monitor MemU32 0x71200F00  =  0x00000000",1453093998908
error,log,,,"Failed command: monitor MemU32 0x71300F00  =  0x00000000",1453093999010
error,log,,,"Failed command: monitor MemU32 0x7e00f900  =  0x0000801e",1453093999121
error,log,,,"Failed command: monitor MemU32 0x7e00f000  =  0x0000ffff",1453093999223
error,log,,,"Failed command: monitor MemU32 0x7e00f004  =  0x0000ffff",1453093999327
error,log,,,"Failed command: monitor MemU32 0x7e00f020  =  0x01043310",1453093999431
error,log,,,"Failed command: monitor MemU32 0x7e00f00C  =  0xc2150601",1453093999532
error,log,,,"Failed command: monitor MemU32 0x7e00f010  =  0xc2150601",1453093999641
error,log,,,"Failed command: monitor MemU32 0x7e00f024  =  0x00000003",1453093999744
error,log,,,"Failed command: monitor MemU32 0x7e00f014  =  0x00200102",1453093999847
error,log,,,"Failed command: monitor MemU32 0x7e00f018  =  0x00000000",1453093999948
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1453093999982
error,log,,,"Failed command: monitor MemU32 0x7e00f01C  =  0x14000007",1453094000051
