what,kind,bundleId,bundleVersion,description,time
error,log,,,"Failed command: monitor MemU32 0x71300014  =  0x00000000",1453103720056
error,log,,,"Failed command: monitor MemU32 0x7120000C  =  0x00000000",1453103720157
error,log,,,"Failed command: monitor MemU32 0x7130000C  =  0x00000000",1453103720259
error,log,,,"Failed command: monitor MemU32 0x71200F00  =  0x00000000",1453103720363
error,log,,,"Failed command: monitor MemU32 0x71300F00  =  0x00000000",1453103720466
error,log,,,"Failed command: monitor MemU32 0x7e00f900  =  0x0000801e",1453103720568
error,log,,,"Failed command: monitor MemU32 0x7e00f000  =  0x0000ffff",1453103720670
error,log,,,"Failed command: monitor MemU32 0x7e00f004  =  0x0000ffff",1453103720771
error,log,,,"Failed command: monitor MemU32 0x7e00f020  =  0x01043310",1453103720874
error,log,,,"Failed command: monitor MemU32 0x7e00f00C  =  0xc2150601",1453103720975
error,log,,,"Failed command: monitor MemU32 0x7e00f010  =  0xc2150601",1453103721078
error,log,,,"Failed command: monitor MemU32 0x7e00f024  =  0x00000003",1453103721180
error,log,,,"Failed command: monitor MemU32 0x7e00f014  =  0x00200102",1453103721282
error,log,,,"Failed command: monitor MemU32 0x7e00f018  =  0x00000000",1453103721384
error,log,,,"Failed command: monitor MemU32 0x7e00f01C  =  0x14000007",1453103721487
error,log,,,"Failed command: monitor MemU32 0x7e00f120  =  0x00000008",1453103721588
error,log,,,"Failed command: monitor MemU32 0x7e001004  =  0x00000004",1453103721690
error,log,,,"Failed command: monitor MemU32 0x7e001010  =  0x0000040f",1453103721795
error,log,,,"Failed command: monitor MemU32 0x7e001014  =  0x00000006",1453103721898
error,log,,,"Failed command: monitor MemU32 0x7e001018  =  0x00000001",1453103722000
error,log,,,"Failed command: monitor MemU32 0x7e00101c  =  0x00000002",1453103722102
error,log,,,"Failed command: monitor MemU32 0x7e001020  =  0x00000006",1453103722205
error,log,,,"Failed command: monitor MemU32 0x7e001024  =  0x0000000a",1453103722307
error,log,,,"Failed command: monitor MemU32 0x7e001028  =  0x0000000c",1453103722410
error,log,,,"Failed command: monitor MemU32 0x7e00102c  =  0x0000018f",1453103722512
error,log,,,"Failed command: monitor MemU32 0x7e001030  =  0x0000000c",1453103722613
error,log,,,"Failed command: monitor MemU32 0x7e001034  =  0x00000002",1453103722716
error,log,,,"Failed command: monitor MemU32 0x7e001038  =  0x00000002",1453103722817
error,log,,,"Failed command: monitor MemU32 0x7e00103c  =  0x00000002",1453103722920
error,log,,,"Failed command: monitor MemU32 0x7e001040  =  0x00000002",1453103723022
error,log,,,"Failed command: monitor MemU32 0x7e001044  =  0x00000013",1453103723124
error,log,,,"Failed command: monitor MemU32 0x7e001048  =  0x00000013",1453103723225
error,log,,,"Failed command: monitor MemU32 0x7e00100C  =  0x00010012",1453103723327
error,log,,,"Failed command: monitor MemU32 0x7e00104C  =  0x00000b45",1453103723430
error,log,,,"Failed command: monitor MemU32 0x7e001200  =  0x000150f8",1453103723532
error,log,,,"Failed command: monitor MemU32 0x7e001304  =  0x00000000",1453103723634
error,log,,,"Failed command: monitor MemU32 0x7e001008  =  0x000c0000",1453103723736
error,log,,,"Failed command: monitor MemU32 0x7e001008  =  0x00000000",1453103723841
error,log,,,"Failed command: monitor MemU32 0x7e001008  =  0x00040000",1453103723943
error,log,,,"Failed command: monitor MemU32 0x7e001008  =  0x00040000",1453103724046
error,log,,,"Failed command: monitor MemU32 0x7e001008  =  0x000a0000",1453103724147
error,log,,,"Failed command: monitor MemU32 0x7e001008  =  0x00080032",1453103724249
error,log,,,"Failed command: monitor MemU32 0x7e001004  =  0x00000000",1453103724352
error,log,,,"Failed command: monitor speed 12000",1453103724656
error,log,,,"Failed command: break _start",1453103724757
error,log,,,"Failed command: load",1453103724858
error,log,,,"Internal error logged from CDI Debug: ",1453103724867
error,log,,,"Internal error logged from CDI Debug: ",1453103724869
error,log,,,"Internal error logged from CDI Debug: ",1453103724869
error,log,,,"Internal error logged from CDI Debug: ",1453103724895
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1453103728583
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1453103732427
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1453103741603
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.asm.AsmEditor",1453103742381
activated,view,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.RegisterView",1453103755374
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.asm.AsmEditor",1453103758664
executed,command,,,"AUTOGEN:::org.eclipse.cdt.ui.editor.asm.AsmEditor.BreakpointRulerActions/org.eclipse.cdt.debug.ui.CEditor.RulerTobbleBreakpointAction",1453103798424
activated,view,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.DebugView",1453103802626
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.StepInto",1453103802704
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.StepInto",1453103807718
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.StepInto",1453103821518
